60	98-LU-1	2025	3	16	21	37	3L29	2025	3	17	0	52
61	49-LU-35	2025	6	19	14	31	1M10	2025	6	19	15	59
62	81-VA-0	2025	11	16	19	38	3R47	2025	11	16	23	3
63	48-CG-61	2025	7	25	16	20	3T16	2025	7	25	17	26
64	22-HE-53	2025	5	27	16	4	1X40	2025	5	27	18	25
65	28-FO-67	2025	10	21	19	38	1M47	2025	10	21	20	44
66	58-GR-80	2025	1	8	17	50	1R6	2025	1	8	17	2
67	54-PT-4	2025	1	16	20	17	3D5	2025	1	16	21	44
68	1-BV-95	2025	11	19	11	52	1N30	2025	11	19	13	6
69	79-FE-7	2025	2	10	16	16	3W28	2025	2	10	17	42
70	32-EU-98	2025	1	22	22	40	1G20	2025	1	23	2	1
71	84-HL-9	2025	10	7	8	2	1J26	2025	10	7	9	18
72	31-NL-86	2025	2	10	9	8	3F21	2025	2	10	10	35
73	97-AH-49	2025	4	2	9	32	1M21	2025	4	2	9	57
74	2-HB-56	2025	10	6	18	3	2I39	2025	10	6	18	30
75	53-OQ-65	2025	6	4	13	13	2Q33	2025	6	4	18	20
76	46-LT-13	2025	2	22	22	58	2D9	2025	2	23	0	6
77	31-VN-56	2025	9	25	17	54	1W3	2025	9	25	22	15
78	93-JA-40	2025	6	5	8	36	2N42	2025	6	5	9	4
79	62-HI-1	2025	11	11	11	38	2E40	2025	11	11	14	40
80	79-YU-78	2025	4	5	20	15	3W8	2025	4	6	1	19
81	66-HQ-41	2025	4	15	12	45	2L46	2025	4	15	13	59
82	37-KT-50	2025	5	22	23	52	3B39	2025	5	23	0	15
83	76-UY-2	2025	6	12	21	0	2P12	2025	6	12	21	26
84	20-TY-20	2025	12	11	9	47	2R8	2025	12	11	10	51
85	56-EK-25	2025	4	9	9	50	2C29	2025	4	9	10	56
86	18-HW-77	2025	10	24	14	52	1X36	2025	10	24	19	53
87	14-FN-44	2025	1	4	18	31	2N17	2025	1	4	22	32
88	25-GJ-94	2025	10	7	15	31	2T16	2025	10	7	18	39
89	20-NR-61	2025	3	23	13	0	3V2	2025	3	23	16	0
90	69-VK-78	2025	6	17	19	54	2P2	2025	6	17	22	1
91	28-CE-73	2025	11	1	21	9	2N4	2025	11	1	23	15
92	76-CW-93	2025	1	26	19	6	2V48	2025	1	26	19	7
93	61-YZ-45	2025	7	7	10	1	2Z49	2025	7	7	13	3
94	75-CH-76	2025	12	9	15	16	1M40	2025	12	9	16	39
95	45-RV-5	2025	11	13	18	3	2P46	2025	11	13	21	17
96	3-BZ-3	2025	11	1	14	55	2Y21	2025	11	1	18	17
97	50-UV-9	2025	9	1	11	56	1G1	2025	9	1	15	24
98	82-UD-43	2025	9	26	12	21	1E34	2025	9	26	16	51
99	11-BR-13	2025	1	24	8	30	1Q24	2025	1	24	10	38
100	51-JJ-93	2025	1	11	12	42	2Q7	2025	1	11	13	54
101	78-SP-61	2025	4	2	21	6	2P47	2025	4	2	21	6
102	29-NQ-92	2025	9	5	8	51	2A37	2025	9	5	8	6
103	89-RY-62	2025	9	29	17	57	1R14	2025	9	29	21	24
104	55-EU-33	2025	6	25	13	8	2S28	2025	6	25	16	21
105	1-DQ-86	2025	3	15	21	3	3E7	2025	3	16	0	4
106	4-EW-25	2025	5	13	10	30	3Q15	2025	5	13	13	49
107	23-IY-12	2025	12	10	15	13	2P12	2025	12	10	16	33
108	58-TV-7	2025	6	16	13	50	1A15	2025	6	16	13	18
109	49-KV-12	2025	7	4	14	21	3T39	2025	7	4	17	33
110	40-EE-14	2025	9	7	22	12	1J35	2025	9	8	1	37
111	90-UR-63	2025	4	2	9	17	2K18	2025	4	2	10	28
112	30-SY-55	2025	12	28	21	38	2E23	2025	12	29	1	5
113	87-DJ-4	2025	9	21	20	37	2T27	2025	9	21	20	51
114	48-SN-5	2025	11	8	22	32	2C5	2025	11	9	3	40
115	35-NF-34	2025	6	28	17	19	2L14	2025	6	28	18	30
116	70-LU-88	2025	2	19	21	1	1M20	2025	2	20	0	11
117	76-OL-28	2025	10	15	18	30	2Y35	2025	10	15	19	56
118	77-VM-25	2025	5	3	23	47	2S32	2025	5	4	0	55
119	59-FT-44	2025	10	13	14	49	2Y19	2025	10	13	15	6
120	97-RU-83	2025	4	17	22	18	2U37	2025	4	18	2	47
121	30-AS-0	2025	6	29	9	25	2F39	2025	6	29	10	34
122	12-TT-19	2025	9	19	12	14	1J18	2025	9	19	13	38
123	66-WM-24	2025	2	12	23	17	2E50	2025	2	12	23	39
124	63-SQ-46	2025	3	7	21	10	1C43	2025	3	8	0	21
125	91-ES-87	2025	5	20	21	56	3N33	2025	5	21	0	18
126	74-OI-54	2025	5	19	18	10	1Z28	2025	5	19	19	24
127	89-TR-95	2025	10	10	11	4	1D35	2025	10	10	14	20
128	62-CY-61	2025	1	24	23	3	1O17	2025	1	25	2	32
129	81-IB-44	2025	2	7	19	18	3R11	2025	2	7	22	45
130	81-GT-94	2025	11	7	11	12	3G9	2025	11	7	13	12
131	43-GJ-31	2025	12	16	19	32	2V16	2025	12	16	21	46
132	96-UE-62	2025	11	16	17	28	3Z46	2025	11	16	18	45
133	56-OA-50	2025	9	7	15	51	3C3	2025	9	7	17	54
134	5-OQ-62	2025	2	27	17	11	1X24	2025	2	27	18	22
135	98-NY-85	2025	5	14	20	29	3B3	2025	5	14	22	52
136	60-DB-30	2025	6	14	15	8	3L16	2025	6	14	19	28
137	72-JR-30	2025	2	27	23	33	2I44	2025	2	28	1	34
138	45-EO-6	2025	2	9	16	37	2W22	2025	2	9	18	48
139	8-NG-68	2025	5	16	13	6	3G23	2025	5	16	17	11
140	0-KF-52	2025	3	20	18	6	1Z11	2025	3	20	21	25
141	11-JL-59	2025	11	16	9	11	2M50	2025	11	16	13	38
142	27-PK-63	2025	7	1	19	30	2T11	2025	7	1	21	36
143	89-LY-55	2025	3	20	21	42	1N12	2025	3	21	2	47
144	44-JK-49	2025	9	2	15	44	3D38	2025	9	2	16	4
145	20-DG-77	2025	6	29	13	16	3U43	2025	6	29	14	18
146	78-GC-77	2025	8	11	16	29	2S7	2025	8	11	18	57
147	55-TB-20	2025	2	9	14	17	3L47	2025	2	9	18	18
148	61-MZ-13	2025	6	4	15	44	2I14	2025	6	4	16	59
149	3-EF-6	2025	4	4	13	45	3M9	2025	4	4	18	11
150	22-UM-41	2025	8	9	23	30	3P3	2025	8	10	3	44
151	40-YZ-17	2025	5	26	13	37	2J38	2025	5	26	14	40
152	55-RY-52	2025	12	22	21	50	2U46	2025	12	23	0	6
153	68-EU-98	2025	4	26	13	53	2O20	2025	4	26	18	59
154	82-KG-44	2025	5	23	14	59	3J36	2025	5	23	15	4
155	81-AI-61	2025	7	7	9	15	1F40	2025	7	7	12	39
156	44-AB-30	2025	6	1	21	44	1R26	2025	6	2	0	53
157	62-IS-98	2025	9	28	11	54	2O50	2025	9	28	12	5
158	34-MG-85	2025	7	25	14	12	2U47	2025	7	25	17	42
159	15-OI-77	2025	12	24	20	20	1M40	2025	12	24	23	45
160	93-ED-89	2025	4	17	23	11	2K6	2025	4	18	2	12
161	16-TQ-21	2025	10	22	11	55	2N44	2025	10	22	12	5
162	86-YE-90	2025	2	18	21	1	3G24	2025	2	19	0	20
163	68-AE-24	2025	3	25	9	27	2K27	2025	3	25	14	44
164	84-VH-15	2025	7	12	14	0	3A9	2025	7	12	16	13
165	67-BN-83	2025	5	12	15	56	3V4	2025	5	12	20	9
166	83-AW-28	2025	3	18	16	8	2N8	2025	3	18	18	14
167	48-MB-59	2025	6	3	21	57	2M28	2025	6	4	1	19
168	82-YT-25	2025	6	9	18	55	1X25	2025	6	9	21	20
169	55-SX-1	2025	12	28	13	58	2C46	2025	12	28	13	19
170	43-BX-53	2025	2	24	17	54	1G9	2025	2	24	17	4
171	48-ZK-91	2025	5	5	16	53	2J3	2025	5	5	16	13
172	51-TO-30	2025	5	1	18	10	3W42	2025	5	1	19	17
173	65-YJ-19	2025	3	12	10	41	3Q6	2025	3	12	15	3
174	98-NR-73	2025	9	26	11	30	1R43	2025	9	26	14	31
175	58-XX-34	2025	8	11	19	29	1L1	2025	8	11	21	29
176	88-AR-16	2025	8	5	8	10	1I15	2025	8	5	8	16
177	95-OY-92	2025	4	4	19	16	1S39	2025	4	5	0	23
178	36-GH-94	2025	8	21	8	0	2I46	2025	8	21	11	17
179	91-RT-31	2025	5	24	12	58	2W16	2025	5	24	16	12
180	52-XZ-2	2025	8	4	8	13	1N30	2025	8	4	8	14
181	62-GG-2	2025	9	7	11	48	2F46	2025	9	7	16	53
182	2-DS-58	2025	10	20	22	30	1Q50	2025	10	21	1	30
183	55-AD-39	2025	9	26	21	29	3J24	2025	9	27	2	48
184	77-TE-34	2025	6	24	23	30	1Q12	2025	6	25	3	55
185	72-RH-27	2025	1	8	19	19	1A40	2025	1	8	21	35
186	28-DA-47	2025	11	13	10	29	3F20	2025	11	13	12	31
187	22-ML-36	2025	2	21	9	0	3H47	2025	2	21	13	16
188	63-CJ-70	2025	2	17	19	36	1C14	2025	2	18	0	6
189	31-SL-89	2025	11	21	23	30	1B3	2025	11	21	23	50
190	58-KV-73	2025	8	18	16	33	1B32	2025	8	18	19	35
191	62-DX-54	2025	8	8	16	50	1J44	2025	8	8	19	9
192	78-KY-3	2025	4	25	15	14	2F47	2025	4	25	20	30
193	42-WV-13	2025	3	4	16	49	2R14	2025	3	4	18	0
194	15-QD-90	2025	9	19	16	5	3O31	2025	9	19	18	33
195	2-EI-17	2025	9	28	8	34	3T19	2025	9	28	11	54
196	54-UB-10	2025	10	14	12	14	1O13	2025	10	14	14	23
197	40-YR-78	2025	8	9	9	0	2V15	2025	8	9	11	14
198	10-KE-35	2025	5	28	16	18	3R28	2025	5	28	21	33
199	83-XI-8	2025	12	16	10	23	3J9	2025	12	16	15	31
200	92-IJ-58	2025	10	23	18	22	3L27	2025	10	23	20	33
201	93-SG-24	2025	5	19	16	35	2Y34	2025	5	19	20	47
202	40-JA-23	2025	11	10	16	10	3I45	2025	11	10	16	39
203	10-JF-27	2025	11	17	10	26	1N1	2025	11	17	14	50
204	24-IB-83	2025	6	4	8	26	3I6	2025	6	4	12	49
205	40-BN-28	2025	2	27	15	47	3N10	2025	2	27	15	7
206	52-KD-82	2025	6	29	20	23	3X42	2025	6	29	22	38
207	37-ZY-12	2025	11	22	16	20	3X4	2025	11	22	18	37
208	58-GB-68	2025	8	12	20	38	2J46	2025	8	12	23	40
209	88-US-58	2025	12	18	18	30	3P21	2025	12	18	20	48
210	66-DR-82	2025	6	5	22	5	3C1	2025	6	6	2	35
211	41-KA-21	2025	4	21	10	9	3S29	2025	4	21	11	25
212	26-XD-52	2025	5	8	18	50	3P27	2025	5	8	19	50
213	7-MO-65	2025	5	25	12	56	2P8	2025	5	25	12	6
214	29-DD-0	2025	5	8	9	49	3N21	2025	5	8	12	58
215	73-UV-55	2025	2	18	13	3	3W24	2025	2	18	13	29
216	93-QV-12	2025	4	25	19	4	2U33	2025	4	25	20	19
217	54-MU-42	2025	6	9	10	48	2T50	2025	6	9	10	6
218	88-TW-97	2025	4	20	12	23	3M22	2025	4	20	12	50
219	98-WX-28	2025	11	10	13	13	1Z21	2025	11	10	14	29
220	22-HZ-26	2025	12	8	10	57	1Q19	2025	12	8	10	15
221	36-NP-16	2025	7	19	19	14	2T10	2025	7	19	22	21
222	65-EF-70	2025	11	5	10	29	3D36	2025	11	5	11	37
223	91-JX-24	2025	2	29	23	8	1R41	2025	2	30	0	34
224	50-YA-2	2025	9	6	21	24	3R16	2025	9	7	1	39
225	50-NS-7	2025	1	8	13	0	3K43	2025	1	8	16	8
226	92-SW-23	2025	8	8	11	19	2P35	2025	8	8	16	27
227	81-HT-44	2025	11	14	17	57	2Q30	2025	11	14	18	9
228	80-QG-99	2025	12	13	12	35	2U10	2025	12	13	15	58
229	96-OZ-91	2025	4	4	23	43	3B30	2025	4	5	1	51
230	15-RH-55	2025	12	28	14	55	1M29	2025	12	28	18	11
231	6-EC-46	2025	11	20	9	38	1A23	2025	11	20	14	56
232	42-HG-52	2025	3	27	9	45	2J13	2025	3	27	14	10
233	78-SZ-51	2025	5	15	21	45	1M2	2025	5	15	23	2
234	69-XL-9	2025	9	24	23	27	3U23	2025	9	24	23	45
235	91-SV-78	2025	2	28	22	49	2D1	2025	2	29	3	14
236	78-FL-50	2025	9	25	13	34	1G13	2025	9	25	16	52
237	3-ZW-60	2025	1	17	23	17	1O5	2025	1	17	23	22
238	67-BB-48	2025	6	14	17	57	2I35	2025	6	14	22	27
239	61-NQ-97	2025	6	3	17	7	3B15	2025	6	3	19	14
240	6-FG-70	2025	3	10	20	43	2Z37	2025	3	10	22	5
241	41-ER-6	2025	2	4	21	52	3B36	2025	2	5	1	20
242	44-TM-22	2025	7	22	18	34	2S3	2025	7	22	22	4
243	15-QO-62	2025	6	14	10	40	3J2	2025	6	14	10	0
244	28-SK-92	2025	7	12	20	35	3U15	2025	7	12	21	40
245	11-ND-98	2025	6	10	9	7	2X37	2025	6	10	12	19
246	62-RN-12	2025	6	24	14	43	2M15	2025	6	24	16	56
247	39-PH-73	2025	7	16	9	15	1Y31	2025	7	16	12	22
248	48-XI-58	2025	5	17	9	13	3E45	2025	5	17	14	20
249	13-FZ-18	2025	11	3	9	13	1Z41	2025	11	3	13	32
250	54-VZ-55	2025	1	10	10	28	2K29	2025	1	10	13	31
251	54-EL-12	2025	9	1	17	27	1X6	2025	9	1	17	34
252	96-RJ-97	2025	1	4	20	5	1V19	2025	1	4	23	10
253	70-PR-21	2025	6	14	13	24	2Q43	2025	6	14	15	40
254	43-IX-48	2025	1	24	19	5	3K41	2025	1	24	21	35
255	94-HS-18	2025	2	12	21	12	1E17	2025	2	12	22	16
256	81-WZ-38	2025	3	17	15	45	2T14	2025	3	17	15	6
257	68-DO-90	2025	9	19	8	3	3Y41	2025	9	19	9	12
258	55-SC-22	2025	9	22	8	47	3I21	2025	9	22	11	7
259	49-XJ-25	2025	3	6	11	10	2W47	2025	3	6	16	34
260	95-PN-21	2025	5	12	14	24	3P9	2025	5	12	14	34
261	15-KS-40	2025	6	14	18	17	3K50	2025	6	14	21	37
262	34-ID-10	2025	7	2	22	56	1I12	2025	7	3	3	1
263	61-BN-80	2025	5	9	21	30	1C13	2025	5	10	0	40
264	85-ZA-28	2025	8	21	19	4	2Q22	2025	8	21	20	12
265	53-KY-76	2025	1	13	13	40	1V42	2025	1	13	15	40
266	74-QZ-62	2025	1	27	18	53	2N37	2025	1	27	21	16
267	14-CF-10	2025	7	29	16	38	2P48	2025	7	29	16	7
268	52-ZR-88	2025	6	25	20	2	1H39	2025	6	25	22	9
269	0-OU-20	2025	6	6	18	36	1X18	2025	6	6	23	41
270	2-UB-76	2025	1	12	21	11	3O23	2025	1	13	1	35
271	36-RH-69	2025	11	28	12	52	2R16	2025	11	28	14	6
272	33-VQ-19	2025	8	4	20	40	3K41	2025	8	5	0	8
273	32-WR-74	2025	7	26	21	5	1J17	2025	7	26	22	7
274	88-CY-90	2025	3	20	9	16	2V28	2025	3	20	12	37
275	17-AU-88	2025	12	27	15	59	1I33	2025	12	27	20	22
276	25-UR-81	2025	11	5	17	29	3P44	2025	11	5	19	52
277	50-DY-22	2025	1	15	22	35	1G30	2025	1	16	2	58
278	12-BG-49	2025	1	6	14	52	1Q12	2025	1	6	17	22
279	25-LW-8	2025	12	15	14	26	2F36	2025	12	15	15	46
280	38-GU-79	2025	5	5	23	17	2A28	2025	5	6	0	33
281	34-KQ-5	2025	5	8	8	45	1A20	2025	5	8	8	57
282	98-VY-92	2025	2	28	18	45	3I3	2025	2	28	20	57
283	28-YA-76	2025	12	5	22	37	1Z38	2025	12	6	2	7
284	54-FO-44	2025	11	23	12	17	3H34	2025	11	23	12	28
285	17-FF-50	2025	12	17	11	33	1R15	2025	12	17	12	44
286	62-HC-64	2025	6	1	23	27	2Z50	2025	6	2	4	29
287	88-LW-40	2025	5	23	13	1	3N42	2025	5	23	15	18
288	25-AQ-50	2025	12	26	22	16	3W23	2025	12	27	1	22
289	93-VJ-57	2025	10	12	9	18	2O8	2025	10	12	10	46
290	91-UO-57	2025	3	20	15	4	2C27	2025	3	20	19	14
291	85-HQ-7	2025	2	20	10	23	1T6	2025	2	20	12	24
292	11-QE-58	2025	2	21	8	57	3C19	2025	2	21	11	7
293	55-FF-74	2025	11	22	22	24	2W6	2025	11	23	1	33
294	43-HJ-55	2025	7	25	17	44	3I13	2025	7	25	21	53
295	23-YX-55	2025	9	16	13	31	1X41	2025	9	16	14	38
296	41-YW-81	2025	6	19	9	27	3V35	2025	6	19	11	33
297	37-IR-9	2025	11	8	16	54	2K49	2025	11	8	17	54
298	24-LC-41	2025	7	9	14	48	3Y38	2025	7	9	16	51
299	4-XC-91	2025	7	2	21	55	2Z29	2025	7	2	22	19
300	60-DH-4	2025	4	29	16	37	3K44	2025	4	29	21	2
301	35-WM-71	2025	12	10	19	12	3U25	2025	12	10	23	38
302	79-LM-34	2025	5	24	16	28	3H35	2025	5	24	19	39
303	11-PG-24	2025	5	25	14	34	3B36	2025	5	25	19	36
304	73-LJ-18	2025	2	1	8	29	3B38	2025	2	1	8	54
305	66-MP-58	2025	1	27	17	15	3H41	2025	1	27	17	25
306	69-SO-54	2025	7	23	23	35	2I44	2025	7	23	23	37
307	58-NU-81	2025	10	9	22	42	3R14	2025	10	10	0	58
308	77-YP-27	2025	2	8	14	5	3I17	2025	2	8	14	27
309	65-IH-84	2025	11	4	20	22	1U5	2025	11	4	22	25
310	18-DH-85	2025	10	25	16	20	2Y18	2025	10	25	18	23
311	48-YI-35	2025	9	28	18	47	2A48	2025	9	28	19	47
312	11-HQ-55	2025	9	8	17	6	1G42	2025	9	8	22	33
313	50-EB-60	2025	2	5	23	1	3U34	2025	2	5	23	5
314	42-KY-67	2025	11	18	20	0	2F49	2025	11	18	20	25
315	74-QD-81	2025	6	8	16	18	1X29	2025	6	8	21	23
316	27-BI-12	2025	12	12	14	8	2L23	2025	12	12	19	23
317	70-UF-91	2025	8	24	13	49	3P29	2025	8	24	15	8
318	35-OA-39	2025	3	16	16	52	1O3	2025	3	16	21	17
319	93-RO-25	2025	1	6	16	43	2K36	2025	1	6	16	7
320	33-RY-16	2025	7	12	13	47	3I44	2025	7	12	18	3
321	20-RJ-46	2025	2	2	14	41	2C6	2025	2	2	14	51
322	50-XO-90	2025	3	9	8	32	2Z21	2025	3	9	9	47
323	82-AU-12	2025	11	7	15	25	2O39	2025	11	7	16	51
324	48-EQ-18	2025	8	24	23	49	1F2	2025	8	25	4	50
325	16-UR-72	2025	11	4	8	54	2B19	2025	11	4	12	3
326	71-XY-52	2025	6	3	20	32	3M29	2025	6	3	22	2
327	24-JA-80	2025	3	13	19	15	1X27	2025	3	13	22	15
328	49-YJ-0	2025	4	2	20	40	3V14	2025	4	2	20	42
329	30-MT-71	2025	6	18	20	35	2Z8	2025	6	19	0	36
330	69-QY-67	2025	3	8	11	26	2C12	2025	3	8	12	34
331	94-JA-17	2025	2	16	20	14	1H40	2025	2	16	21	41
332	2-PH-8	2025	9	9	23	31	2K1	2025	9	10	0	36
333	83-BN-84	2025	9	25	16	52	1U32	2025	9	25	20	58
334	53-ST-48	2025	2	13	11	0	2S8	2025	2	13	15	26
335	19-XS-3	2025	10	3	13	26	2K5	2025	10	3	14	40
336	1-WZ-21	2025	5	6	10	18	3U11	2025	5	6	14	40
337	3-IZ-84	2025	10	12	14	12	1U27	2025	10	12	16	35
338	67-OU-49	2025	5	16	19	44	2I44	2025	5	16	22	11
339	4-AW-33	2025	2	9	16	20	2F20	2025	2	9	18	40
340	93-ZM-42	2025	5	13	14	54	3P29	2025	5	13	14	6
341	59-SN-87	2025	10	2	14	35	1F43	2025	10	2	17	45
342	43-XX-70	2025	5	10	14	42	1P39	2025	5	10	16	49
343	39-ML-62	2025	6	12	18	43	1W47	2025	6	12	21	4
344	30-AW-32	2025	3	12	13	15	3V4	2025	3	12	16	32
345	79-NF-98	2025	7	18	17	51	3A27	2025	7	18	22	56
346	48-IT-8	2025	1	15	15	9	2H9	2025	1	15	15	24
347	24-AS-98	2025	5	12	16	55	1K19	2025	5	12	19	8
348	57-SS-91	2025	3	4	11	8	2V29	2025	3	4	11	18
349	48-QP-44	2025	10	25	17	6	3K45	2025	10	25	22	17
350	55-BT-70	2025	2	12	8	9	3B8	2025	2	12	13	11
351	75-LC-90	2025	9	8	12	39	1C4	2025	9	8	16	39
352	82-XO-49	2025	5	26	11	54	1Y16	2025	5	26	14	16
353	10-RJ-14	2025	2	15	20	14	1A34	2025	2	16	0	29
354	41-QB-91	2025	10	22	20	50	3N19	2025	10	23	1	58
355	79-HY-43	2025	8	21	23	35	1E6	2025	8	22	4	57
356	78-UL-93	2025	8	19	17	2	1F46	2025	8	19	21	6
357	70-IW-51	2025	6	10	12	6	1M19	2025	6	10	14	6
358	3-OI-55	2025	1	13	16	14	1R22	2025	1	13	19	34
359	89-IR-70	2025	2	21	21	42	3N33	2025	2	22	0	3
360	46-BX-61	2025	10	3	9	18	1H46	2025	10	3	10	37
361	86-VT-35	2025	10	12	15	23	1J29	2025	10	12	19	51
362	57-BD-13	2025	11	28	19	20	1M50	2025	11	28	22	22
363	73-OY-15	2025	10	10	8	49	3M14	2025	10	10	8	54
364	95-MW-81	2025	1	2	16	41	3K32	2025	1	2	16	53
365	88-SN-85	2025	12	13	10	22	2B34	2025	12	13	13	49
366	14-IZ-84	2025	2	26	15	34	3G3	2025	2	26	15	48
367	48-MN-19	2025	5	14	19	44	3X44	2025	5	15	0	2
368	16-ZX-57	2025	10	25	10	55	1B19	2025	10	25	12	7
369	64-TR-64	2025	6	26	21	51	2J22	2025	6	26	22	13
370	97-TN-92	2025	6	17	20	35	1D19	2025	6	17	23	49
371	18-WQ-33	2025	3	28	15	30	1D41	2025	3	28	19	45
372	16-LC-67	2025	2	3	22	11	3T13	2025	2	3	23	14
373	13-VI-84	2025	10	15	15	14	1S3	2025	10	15	17	37
374	73-YN-80	2025	7	27	11	5	1M19	2025	7	27	13	30
375	46-YC-41	2025	9	3	11	19	2U42	2025	9	3	16	48
376	94-BW-0	2025	12	27	9	42	2S7	2025	12	27	14	12
377	6-RI-31	2025	6	20	16	0	1W43	2025	6	20	16	11
378	11-HR-18	2025	12	16	19	38	2R12	2025	12	17	0	7
379	5-AD-95	2025	8	15	12	23	3Z37	2025	8	15	13	42
380	66-OE-38	2025	5	20	22	51	3V20	2025	5	20	22	14
381	53-ZN-94	2025	3	1	14	45	1R47	2025	3	1	18	59
382	48-QM-62	2025	4	9	23	8	1Q3	2025	4	9	23	23
383	1-WL-75	2025	11	19	21	47	3L28	2025	11	20	1	55
384	12-SV-47	2025	8	12	20	40	1D34	2025	8	12	20	4
385	71-ZH-57	2025	6	15	18	40	3N42	2025	6	15	20	7
386	4-XF-33	2025	9	24	9	20	2S39	2025	9	24	11	43
387	6-DF-69	2025	2	16	16	20	3X19	2025	2	16	17	49
388	84-KB-0	2025	12	6	18	32	2D39	2025	12	6	22	38
389	5-VS-78	2025	4	25	9	52	3R7	2025	4	25	11	19
390	83-UG-24	2025	8	15	20	8	2R23	2025	8	15	23	11
391	89-VR-45	2025	12	24	14	36	1I33	2025	12	24	17	36
392	57-KZ-77	2025	8	1	22	35	1S12	2025	8	2	3	57
393	51-UU-96	2025	8	5	9	51	2G18	2025	8	5	11	15
394	89-PC-90	2025	8	21	9	56	3T7	2025	8	21	14	23
395	43-SA-88	2025	9	2	17	29	2O47	2025	9	2	21	51
396	92-MS-69	2025	11	14	22	48	3N7	2025	11	14	23	55
397	82-VA-22	2025	3	26	22	43	2M10	2025	3	26	23	59
